"GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"G17009708610131","170978610131","44","4"
"G17009708610141","170978610141","48","4"
"G17009708610142","170978610142","48","4"
"G17009708611051","170978611051","40","4"
"G17009708611052","170978611052","41","4"
"G17009708611061","170978611061","33","3"
"G17009708611062","170978611062","26","2"
"G17009708611063","170978611063","48","4"
"G17009708611064","170978611064","52","5"
"G17009708611071","170978611071","28","2"
"G17009708611072","170978611072","30","2"
"G17009708611081","170978611081","27","2"
"G17009708611082","170978611082","69","7"
"G17009708611083","170978611083","38","3"
"G17009708612011","170978612011","65","6"
"G17009708612012","170978612012","72","7"
"G17009708612013","170978612013","57","5"
"G17009708612014","170978612014","67","7"
"G17009708612021","170978612021","47","4"
"G17009708612022","170978612022","64","6"
"G17009708613011","170978613011","76","8"
"G17009708613012","170978613012","77","8"
"G17009708613031","170978613031","70","7"
"G17009708613032","170978613032","81","8"
"G17009708613033","170978613033","68","7"
"G17009708613041","170978613041","71","7"
"G17009708613042","170978613042","64","6"
"G17009708614021","170978614021","53","5"
"G17009708614022","170978614022","56","5"
"G17009708614023","170978614023","45","4"
"G17009708614024","170978614024","54","5"
"G17009708614031","170978614031","100","10"
"G17009708614032","170978614032","70","7"
"G17009708614041","170978614041","68","7"
"G17009708614042","170978614042","76","8"
"G17009708614043","170978614043","78","8"
"G17009708614044","170978614044","68","7"
"G17009708615041","170978615041","70","7"
"G17009708615042","170978615042","64","6"
"G17009708615043","170978615043","71","7"
"G17009708615044","170978615044","56","5"
"G17009708615051","170978615051","33","3"
"G17009708615052","170978615052","29","2"
"G17009708615061","170978615061","47","4"
"G17009708615062","170978615062","72","7"
"G17009708615071","170978615071","41","4"
"G17009708615072","170978615072","42","4"
"G17009708615081","170978615081","49","5"
"G17009708615082","170978615082","45","4"
"G17009708615091","170978615091","19","1"
"G17009708615092","170978615092","53","5"
"G17009708615101","170978615101","48","4"
"G17009708615102","170978615102","45","4"
"G17009708615103","170978615103","33","3"
"G17009708616031","170978616031","28","2"
"G17009708616032","170978616032","38","3"
"G17009708616041","170978616041","54","5"
"G17009708616042","170978616042","28","2"
"G17009708616043","170978616043","54","5"
"G17009708616044","170978616044","18","1"
"G17009708616071","170978616071","50","5"
"G17009708616072","170978616072","56","5"
"G17009708616073","170978616073","35","3"
"G17009708616081","170978616081","37","3"
"G17009708616082","170978616082","54","5"
"G17009708616091","170978616091","42","4"
"G17009708616092","170978616092","19","1"
"G17009708616101","170978616101","23","2"
"G17009708616102","170978616102","31","3"
"G17009708616111","170978616111","27","2"
"G17009708616112","170978616112","15","1"
"G17009708616113","170978616113","14","1"
"G17009708617011","170978617011","58","6"
"G17009708617021","170978617021","57","5"
"G17009708617022","170978617022","57","5"
"G17009708617023","170978617023","59","6"
"G17009708618031","170978618031","67","7"
"G17009708618032","170978618032","80","8"
"G17009708618033","170978618033","67","7"
"G17009708618034","170978618034","73","7"
"G17009708618041","170978618041","85","9"
"G17009708618042","170978618042","80","8"
"G17009708619011","170978619011","63","6"
"G17009708619012","170978619012","67","7"
"G17009708619013","170978619013","68","7"
"G17009708619021","170978619021","69","7"
"G17009708619022","170978619022","69","7"
"G17009708619023","170978619023","69","7"
"G17009708619024","170978619024","69","7"
"G17009708620001","170978620001","82","8"
"G17009708620002","170978620002","75","8"
"G17009708620003","170978620003","72","7"
"G17009708620004","170978620004","82","8"
"G17009708621001","170978621001","71","7"
"G17009708621002","170978621002","74","7"
"G17009708621003","170978621003","67","7"
"G17009708621004","170978621004","79","8"
"G17009708622001","170978622001","62","6"
"G17009708622002","170978622002","83","8"
"G17009708622003","170978622003","GQ","GQ"
"G17009708623001","170978623001","90","9"
"G17009708623002","170978623002","88","9"
"G17009708623003","170978623003","90","9"
"G17009708624011","170978624011","63","6"
"G17009708624012","170978624012","83","8"
"G17009708624021","170978624021","71","7"
"G17009708624022","170978624022","84","9"
"G17009708624023","170978624023","73","7"
"G17009708625011","170978625011","76","8"
"G17009708625012","170978625012","77","8"
"G17009708625021","170978625021","67","7"
"G17009708626031","170978626031","76","8"
"G17009708626032","170978626032","78","8"
"G17009708626033","170978626033","74","7"
"G17009708626034","170978626034","72","7"
"G17009708626035","170978626035","78","8"
"G17009708626041","170978626041","78","8"
"G17009708626042","170978626042","99","10"
"G17009708626043","170978626043","72","7"
"G17009708626051","170978626051","GQ","GQ"
"G17009708626052","170978626052","72","7"
"G17009708626053","170978626053","99","10"
"G17009708627001","170978627001","80","8"
"G17009708627002","170978627002","80","8"
"G17009708627003","170978627003","80","8"
"G17009708627004","170978627004","80","8"
"G17009708628001","170978628001","76","8"
"G17009708629011","170978629011","91","9"
"G17009708629012","170978629012","83","8"
"G17009708629013","170978629013","78","8"
"G17009708629021","170978629021","90","9"
"G17009708629022","170978629022","68","7"
"G17009708630031","170978630031","GQ-PH","GQ-PH"
"G17009708630041","170978630041","47","4"
"G17009708630042","170978630042","47","4"
"G17009708630043","170978630043","47","4"
"G17009708630044","170978630044","47","4"
"G17009708630051","170978630051","GQ-PH","GQ-PH"
"G17009708630061","170978630061","PH","PH"
"G17009708631001","170978631001","90","9"
"G17009708631002","170978631002","86","9"
"G17009708632011","170978632011","77","8"
"G17009708632012","170978632012","82","8"
"G17009708632013","170978632013","77","8"
"G17009708632021","170978632021","26","2"
"G17009708632022","170978632022","24","2"
"G17009708632023","170978632023","9","1"
"G17009708632024","170978632024","9","1"
"G17009708633001","170978633001","5","1"
"G17009708633002","170978633002","3","1"
"G17009708634001","170978634001","6","1"
"G17009708634002","170978634002","GQ","GQ"
"G17009708634003","170978634003","15","1"
"G17009708635001","170978635001","21","2"
"G17009708635002","170978635002","4","1"
"G17009708635003","170978635003","7","1"
"G17009708636011","170978636011","7","1"
"G17009708636012","170978636012","13","1"
"G17009708636031","170978636031","8","1"
"G17009708636032","170978636032","7","1"
"G17009708636041","170978636041","13","1"
"G17009708636042","170978636042","9","1"
"G17009708637011","170978637011","16","1"
"G17009708637012","170978637012","15","1"
"G17009708637013","170978637013","15","1"
"G17009708637021","170978637021","56","5"
"G17009708637022","170978637022","8","1"
"G17009708638011","170978638011","15","1"
"G17009708638012","170978638012","19","1"
"G17009708639021","170978639021","53","5"
"G17009708639022","170978639022","48","4"
"G17009708639023","170978639023","49","5"
"G17009708639031","170978639031","24","2"
"G17009708639032","170978639032","18","1"
"G17009708639033","170978639033","22","2"
"G17009708639034","170978639034","20","2"
"G17009708639041","170978639041","8","1"
"G17009708639042","170978639042","16","1"
"G17009708640011","170978640011","33","3"
"G17009708640012","170978640012","43","4"
"G17009708640013","170978640013","46","4"
"G17009708640021","170978640021","65","6"
"G17009708640022","170978640022","59","6"
"G17009708640023","170978640023","64","6"
"G17009708640024","170978640024","58","6"
"G17009708641051","170978641051","24","2"
"G17009708641052","170978641052","27","2"
"G17009708641053","170978641053","22","2"
"G17009708641061","170978641061","25","2"
"G17009708641062","170978641062","46","4"
"G17009708641063","170978641063","34","3"
"G17009708641071","170978641071","39","3"
"G17009708641072","170978641072","20","2"
"G17009708641081","170978641081","39","3"
"G17009708641082","170978641082","52","5"
"G17009708641083","170978641083","33","3"
"G17009708641091","170978641091","23","2"
"G17009708641092","170978641092","14","1"
"G17009708641101","170978641101","50","5"
"G17009708641102","170978641102","56","5"
"G17009708641103","170978641103","74","7"
"G17009708642031","170978642031","49","5"
"G17009708642032","170978642032","36","3"
"G17009708642041","170978642041","57","5"
"G17009708642042","170978642042","57","5"
"G17009708642043","170978642043","24","2"
"G17009708642061","170978642061","63","6"
"G17009708642062","170978642062","61","6"
"G17009708642071","170978642071","38","3"
"G17009708642072","170978642072","34","3"
"G17009708642073","170978642073","30","2"
"G17009708642081","170978642081","52","5"
"G17009708642082","170978642082","51","5"
"G17009708643031","170978643031","13","1"
"G17009708643032","170978643032","13","1"
"G17009708643033","170978643033","12","1"
"G17009708643051","170978643051","15","1"
"G17009708643052","170978643052","41","4"
"G17009708643053","170978643053","31","3"
"G17009708643061","170978643061","12","1"
"G17009708643062","170978643062","12","1"
"G17009708643071","170978643071","8","1"
"G17009708643081","170978643081","14","1"
"G17009708643082","170978643082","18","1"
"G17009708643083","170978643083","14","1"
"G17009708644021","170978644021","8","1"
"G17009708644022","170978644022","20","2"
"G17009708644023","170978644023","14","1"
"G17009708644031","170978644031","6","1"
"G17009708644032","170978644032","7","1"
"G17009708644033","170978644033","8","1"
"G17009708644071","170978644071","7","1"
"G17009708644072","170978644072","10","1"
"G17009708644081","170978644081","34","3"
"G17009708644082","170978644082","31","3"
"G17009708644083","170978644083","37","3"
"G17009708644091","170978644091","35","3"
"G17009708644092","170978644092","32","3"
"G17009708644093","170978644093","21","2"
"G17009708644101","170978644101","20","2"
"G17009708644102","170978644102","16","1"
"G17009708644111","170978644111","11","1"
"G17009708644112","170978644112","14","1"
"G17009708644113","170978644113","9","1"
"G17009708644121","170978644121","19","1"
"G17009708644122","170978644122","20","2"
"G17009708645101","170978645101","56","5"
"G17009708645102","170978645102","59","6"
"G17009708645111","170978645111","5","1"
"G17009708645112","170978645112","26","2"
"G17009708645113","170978645113","33","3"
"G17009708645114","170978645114","20","2"
"G17009708645121","170978645121","6","1"
"G17009708645122","170978645122","13","1"
"G17009708645131","170978645131","11","1"
"G17009708645132","170978645132","25","2"
"G17009708645133","170978645133","24","2"
"G17009708645134","170978645134","19","1"
"G17009708645141","170978645141","18","1"
"G17009708645151","170978645151","11","1"
"G17009708645152","170978645152","27","2"
"G17009708645161","170978645161","23","2"
"G17009708645162","170978645162","24","2"
"G17009708645163","170978645163","24","2"
"G17009708645171","170978645171","14","1"
"G17009708645172","170978645172","9","1"
"G17009708645181","170978645181","14","1"
"G17009708645182","170978645182","21","2"
"G17009708645183","170978645183","18","1"
"G17009708645184","170978645184","18","1"
"G17009708645191","170978645191","27","2"
