"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"696","G01004309642021","010439642021","46","2"
"697","G01004309642022","010439642022","80","6"
"698","G01004309642023","010439642023","77","5"
"699","G01004309643001","010439643001","81","6"
"700","G01004309643002","010439643002","69","4"
"701","G01004309643003","010439643003","50","2"
"702","G01004309643004","010439643004","80","6"
"703","G01004309644001","010439644001","66","4"
"704","G01004309644002","010439644002","68","4"
"705","G01004309645001","010439645001","68","4"
"706","G01004309645002","010439645002","76","5"
"707","G01004309645003","010439645003","69","4"
"708","G01004309646001","010439646001","66","4"
"709","G01004309646002","010439646002","65","4"
"710","G01004309646003","010439646003","65","4"
"711","G01004309647001","010439647001","70","4"
"712","G01004309647002","010439647002","78","5"
"713","G01004309647003","010439647003","75","5"
"714","G01004309648001","010439648001","61","3"
"715","G01004309648002","010439648002","69","4"
"716","G01004309648003","010439648003","70","4"
"717","G01004309648004","010439648004","83","6"
"718","G01004309649011","010439649011","48","2"
"719","G01004309649012","010439649012","69","4"
"720","G01004309649013","010439649013","77","5"
"721","G01004309649014","010439649014","69","4"
"722","G01004309649021","010439649021","54","2"
"723","G01004309649022","010439649022","62","3"
"724","G01004309650011","010439650011","63","3"
"725","G01004309650012","010439650012","58","3"
"726","G01004309650021","010439650021","79","6"
"727","G01004309650022","010439650022","79","6"
"728","G01004309650023","010439650023","79","6"
"729","G01004309650024","010439650024","79","6"
"730","G01004309651001","010439651001","75","5"
"731","G01004309651002","010439651002","50","2"
"732","G01004309652001","010439652001","75","5"
"733","G01004309652002","010439652002","72","4"
"734","G01004309653001","010439653001","76","5"
"735","G01004309653002","010439653002","66","4"
"736","G01004309653003","010439653003","95","9"
"737","G01004309654011","010439654011","90","8"
"738","G01004309654012","010439654012","74","5"
"739","G01004309654013","010439654013","87","7"
"740","G01004309654021","010439654021","86","7"
"741","G01004309654022","010439654022","81","6"
"742","G01004309654023","010439654023","86","7"
"743","G01004309654024","010439654024","87","7"
"744","G01004309655011","010439655011","76","5"
"745","G01004309655021","010439655021","83","6"
"746","G01004309655022","010439655022","61","3"
"747","G01004309655023","010439655023","46","2"
"748","G01004309655024","010439655024","62","3"
"749","G01004309656001","010439656001","68","4"
"750","G01004309656002","010439656002","47","2"
"751","G01004309656003","010439656003","73","5"
"752","G01004309657001","010439657001","73","5"
"753","G01004309657002","010439657002","73","5"
"754","G01004500200001","010450200001","80","6"
"755","G01004500200002","010450200002","81","6"
"756","G01004500200003","010450200003","80","6"
"757","G01004500201001","010450201001","92","8"
"758","G01004500201002","010450201002","84","6"
"759","G01004500201003","010450201003","80","6"
"760","G01004500202001","010450202001","80","6"
"761","G01004500202002","010450202002","83","6"
"762","G01004500203001","010450203001","78","5"
"763","G01004500203002","010450203002","80","6"
"764","G01004500204001","010450204001","66","4"
"765","G01004500204002","010450204002","84","6"
"766","G01004500205001","010450205001","57","3"
"767","G01004500205002","010450205002","95","9"
"768","G01004500205003","010450205003","77","5"
"769","G01004500207001","010450207001","100","10"
"770","G01004500207002","010450207002","90","8"
"771","G01004500207003","010450207003","85","7"
"772","G01004500207004","010450207004","98","10"
"773","G01004500208011","010450208011","88","7"
"774","G01004500208012","010450208012","84","6"
"775","G01004500208021","010450208021","85","7"
"776","G01004500208022","010450208022","85","7"
"777","G01004500208023","010450208023","86","7"
"778","G01004500208024","010450208024","83","6"
"779","G01004500208025","010450208025","81","6"
"780","G01004500211011","010450211011","74","5"
"781","G01004500211012","010450211012","67","4"
"782","G01004500211013","010450211013","92","8"
"783","G01004500211021","010450211021","97","9"
"784","G01004500211022","010450211022","72","4"
"785","G01004500211023","010450211023","91","8"
"786","G01004500211024","010450211024","91","8"
"787","G01004500212001","010450212001","81","6"
"788","G01004500212002","010450212002","89","8"
"789","G01004500213001","010450213001","89","8"
"790","G01004500213002","010450213002","90","8"
"791","G01004500213003","010450213003","84","6"
"792","G01004500213004","010450213004","68","4"
"793","G01004500214001","010450214001","85","7"
"794","G01004500214002","010450214002","88","7"
"795","G01004500214003","010450214003","96","9"
"796","G01004500214004","010450214004","99","10"
"797","G01004709561011","010479561011","91","8"
"798","G01004709561012","010479561012","97","9"
"799","G01004709561013","010479561013","96","9"
"800","G01004709561021","010479561021","93","9"
"801","G01004709561022","010479561022","87","7"
"802","G01004709562011","010479562011","95","9"
"803","G01004709562012","010479562012","95","9"
"804","G01004709562021","010479562021","94","9"
"805","G01004709562022","010479562022","87","7"
"806","G01004709563001","010479563001","94","9"
"807","G01004709563002","010479563002","91","8"
"808","G01004709564001","010479564001","100","10"
"809","G01004709564002","010479564002","100","10"
"810","G01004709564003","010479564003","100","10"
"811","G01004709565001","010479565001","100","10"
"812","G01004709565002","010479565002","100","10"
"813","G01004709565003","010479565003","100","10"
"814","G01004709565004","010479565004","100","10"
"815","G01004709566001","010479566001","99","10"
"816","G01004709566002","010479566002","98","10"
"817","G01004709566003","010479566003","97","9"
"818","G01004709566004","010479566004","99","10"
"819","G01004709567011","010479567011","80","6"
"820","G01004709567021","010479567021","89","8"
"821","G01004709568001","010479568001","92","8"
"822","G01004709568002","010479568002","92","8"
"823","G01004709568003","010479568003","92","8"
"824","G01004709569001","010479569001","100","10"
"825","G01004709569002","010479569002","93","9"
"826","G01004709569003","010479569003","98","10"
"827","G01004709570001","010479570001","93","9"
"828","G01004709570002","010479570002","96","9"
"829","G01004709571001","010479571001","90","8"
"830","G01004709571002","010479571002","90","8"
"831","G01004709572001","010479572001","98","10"
"832","G01004709572002","010479572002","100","10"
"833","G01004709573011","010479573011","99","10"
"834","G01004709573012","010479573012","100","10"
"835","G01004709573013","010479573013","100","10"
"836","G01004709573021","010479573021","75","5"
"837","G01004709573022","010479573022","90","8"
"838","G01004909601011","010499601011","94","9"
"839","G01004909601012","010499601012","80","6"
"840","G01004909601021","010499601021","89","8"
"841","G01004909601022","010499601022","85","7"
"842","G01004909601023","010499601023","87","7"
"843","G01004909601024","010499601024","87","7"
"844","G01004909602001","010499602001","93","9"
"845","G01004909602002","010499602002","91","8"
"846","G01004909602003","010499602003","89","8"
"847","G01004909603011","010499603011","94","9"
"848","G01004909603021","010499603021","81","6"
"849","G01004909603031","010499603031","75","5"
"850","G01004909603032","010499603032","59","3"
"851","G01004909603033","010499603033","92","8"
"852","G01004909604011","010499604011","89","8"
"853","G01004909604021","010499604021","66","4"
"854","G01004909604022","010499604022","55","2"
"855","G01004909604023","010499604023","64","3"
"856","G01004909604024","010499604024","68","4"
"857","G01004909605001","010499605001","93","9"
"858","G01004909605002","010499605002","89","8"
"859","G01004909605003","010499605003","90","8"
"860","G01004909605004","010499605004","91","8"
"861","G01004909606011","010499606011","86","7"
"862","G01004909606021","010499606021","92","8"
"863","G01004909606022","010499606022","87","7"
"864","G01004909606023","010499606023","86","7"
"865","G01004909607011","010499607011","93","9"
"866","G01004909607021","010499607021","59","3"
"867","G01004909607031","010499607031","98","10"
"868","G01004909607032","010499607032","88","7"
"869","G01004909607033","010499607033","90","8"
"870","G01004909608001","010499608001","93","9"
"871","G01004909608002","010499608002","96","9"
"872","G01004909608003","010499608003","90","8"
"873","G01004909608004","010499608004","94","9"
"874","G01004909609001","010499609001","93","9"
"875","G01004909609002","010499609002","96","9"
"876","G01004909609003","010499609003","94","9"
"877","G01004909609004","010499609004","94","9"
"878","G01004909610001","010499610001","85","7"
"879","G01004909610002","010499610002","74","5"
"880","G01004909610003","010499610003","92","8"
"881","G01004909611001","010499611001","90","8"
"882","G01004909611002","010499611002","81","6"
"883","G01004909611003","010499611003","92","8"
"884","G01004909612001","010499612001","64","3"
"885","G01004909612002","010499612002","57","3"
"886","G01004909613001","010499613001","80","6"
"887","G01004909613002","010499613002","58","3"
"888","G01004909613003","010499613003","99","10"
"889","G01004909613004","010499613004","86","7"
"890","G01004909613005","010499613005","81","6"
"891","G01004909614001","010499614001","98","10"
"892","G01004909614002","010499614002","94","9"
"893","G01004909614003","010499614003","92","8"
"894","G01005100301011","010510301011","49","2"
"895","G01005100301012","010510301012","48","2"
"896","G01005100301021","010510301021","60","3"
"897","G01005100301031","010510301031","GQ","GQ"
"898","G01005100302001","010510302001","67","4"
"899","G01005100302002","010510302002","44","2"
"900","G01005100302003","010510302003","61","3"
"901","G01005100302004","010510302004","66","4"
"902","G01005100303001","010510303001","24","1"
"903","G01005100303002","010510303002","15","1"
"904","G01005100304011","010510304011","73","5"
"905","G01005100304012","010510304012","62","3"
"906","G01005100304021","010510304021","75","5"
"907","G01005100304022","010510304022","75","5"
"908","G01005100304023","010510304023","73","5"
"909","G01005100304024","010510304024","72","4"
"910","G01005100305001","010510305001","88","7"
"911","G01005100305002","010510305002","85","7"
"912","G01005100305003","010510305003","53","2"
"913","G01005100306001","010510306001","76","5"
"914","G01005100306002","010510306002","75","5"
"915","G01005100306003","010510306003","62","3"
"916","G01005100306004","010510306004","69","4"
"917","G01005100307011","010510307011","42","1"
"918","G01005100307012","010510307012","33","1"
"919","G01005100307013","010510307013","43","2"
"920","G01005100307021","010510307021","45","2"
"921","G01005100307022","010510307022","69","4"
"922","G01005100307023","010510307023","37","1"
"923","G01005100308011","010510308011","69","4"
"924","G01005100308012","010510308012","87","7"
"925","G01005100308021","010510308021","73","5"
"926","G01005100308022","010510308022","73","5"
"927","G01005100309011","010510309011","48","2"
"928","G01005100309012","010510309012","77","5"
"929","G01005100309013","010510309013","51","2"
"930","G01005100309014","010510309014","54","2"
"931","G01005100309021","010510309021","90","8"
"932","G01005100309022","010510309022","81","6"
"933","G01005100309023","010510309023","65","4"
"934","G01005100310011","010510310011","85","7"
"935","G01005100310012","010510310012","50","2"
"936","G01005100310021","010510310021","66","4"
"937","G01005100310022","010510310022","57","3"
